INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jepywf', '女', '0000000000', 'zy', '08012004', '04-07-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jcap', '女', '0000000196', 'zy', '08012007', '11-07-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vccggz', '男', '0000000197', 'yh', '08012003', '08-11-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gpecdiqr', '女', '0000000198', 'zy', '08012008', '09-26-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lmhl', '女', '0000000199', 'jd', '08012004', '09-21-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Evfqeupm', '男', '0000000200', 'gl', '08012020', '03-27-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zwqtj', '男', '0000000201', 'zd', '08012016', '08-20-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jsrjd', '男', '0000000202', 'zy', '08012000', '04-10-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Dlveog', '男', '0000000203', 'zd', '08012010', '02-19-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Cnbprz', '男', '0000000204', 'js', '08012010', '12-21-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Dazm', '女', '0000000205', 'js', '08012019', '12-18-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Crvux', '女', '0000000206', 'gl', '08012004', '08-10-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nzdduw', '女', '0000000207', 'js', '08012014', '06-05-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pujdwg', '男', '0000000208', 'yh', '08012006', '08-27-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Oyhuyp', '女', '0000000209', 'zd', '08012006', '06-14-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wjboibt', '男', '0000000210', 'jx', '08012022', '07-26-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Srets', '女', '0000000211', 'gl', '08012006', '03-21-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bsqpmi', '男', '0000000212', 'zy', '08012010', '05-31-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Iipvkoi', '男', '0000000213', 'zy', '08012003', '12-02-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Byorjp', '男', '0000000214', 'zy', '08012003', '03-24-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Uyesh', '女', '0000000215', 'zd', '08012009', '12-06-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gqsrxu', '女', '0000000216', 'jx', '08012021', '09-04-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mozuzd', '女', '0000000217', 'yh', '08012007', '07-24-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ifamgap', '女', '0000000218', 'jx', '08012016', '09-18-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ltfnjpuy', '男', '0000000219', 'zd', '08012013', '01-29-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rruhndr', '男', '0000000220', 'zy', '08012005', '05-15-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bfbkybxt', '女', '0000000221', 'js', '08012013', '01-19-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pmjgq', '女', '0000000222', 'jd', '08012005', '07-15-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fsvwl', '女', '0000000223', 'gl', '08012009', '10-10-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wbfp', '女', '0000000224', 'js', '08012007', '11-12-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ektiday', '女', '0000000225', 'zd', '08012016', '04-24-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ovlawhd', '女', '0000000226', 'jx', '08012002', '11-06-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qzmigkhz', '男', '0000000227', 'js', '08012001', '11-13-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Auwki', '女', '0000000228', 'gl', '08012022', '03-14-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ipmzjc', '女', '0000000229', 'yh', '08012008', '12-10-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ywey', '女', '0000000230', 'jd', '08012004', '11-18-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nrfn', '男', '0000000231', 'yh', '08012011', '04-19-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Cmjpo', '女', '0000000232', 'gl', '08012014', '09-21-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Navw', '女', '0000000233', 'zd', '08012015', '06-12-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Laku', '男', '0000000234', 'jd', '08012015', '05-16-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xqfub', '女', '0000000235', 'zy', '08012012', '07-29-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Evfqnvby', '男', '0000000236', 'yh', '08012012', '07-31-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lhgegnj', '男', '0000000237', 'jd', '08012018', '02-18-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Duhhygcf', '女', '0000000238', 'zd', '08012019', '10-08-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wyznqogu', '男', '0000000239', 'jx', '08012000', '07-09-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Eyezfevf', '女', '0000000240', 'js', '08012011', '04-24-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wupquu', '女', '0000000241', 'zy', '08012011', '02-17-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ymfjjda', '男', '0000000242', 'yh', '08012017', '01-16-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vzzy', NULL, '0000000243', 'jd', '08012008', '01-16-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vuhlxa', '男', '0000000244', 'yh', '08012005', '09-30-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fsyp', '男', '0000000245', 'jx', '08012011', '09-05-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xijty', '男', '0000000246', 'zd', '08012018', '06-16-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gfuczrm', '女', '0000000247', 'jd', '08012000', '06-05-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vonl', '男', '0000000248', 'gl', '08012016', '07-28-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mspga', '女', '0000000249', 'zd', '08012012', '01-10-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ajqnf', '女', '0000000250', 'zy', '08012005', '03-19-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zkcowao', '女', '0000000251', 'jx', '08012008', '11-03-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rypsvs', '女', '0000000252', 'zd', '08012003', '06-27-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qofk', '男', '0000000253', 'js', '08012018', '01-10-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Dwkzv', '女', '0000000254', 'zy', '08012004', '09-17-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fmugx', '女', '0000000255', 'jd', '08012011', '03-27-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lbqqajr', '男', '0000000256', 'zd', '08012005', '03-31-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pyalmgvw', '女', '0000000257', 'gl', '08012015', '11-25-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rhbbjn', '女', '0000000258', 'zy', '08012017', '11-06-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qbpmxdn', '女', '0000000259', 'gl', '08012005', '08-20-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wtyyrrn', '男', '0000000260', 'yh', '08012009', '04-26-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bioa', '女', '0000000261', 'zy', '08012011', '01-04-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rocbsxi', '男', '0000000262', 'yh', '08012003', '12-21-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mzkam', '女', '0000000263', 'zy', '08012000', '03-19-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nvpzy', '男', '0000000264', 'js', '08012015', '10-09-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Euglakd', '女', '0000000265', 'jd', '08012018', '10-06-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ytjwq', '女', '0000000266', 'yh', '08012021', '07-01-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Veqctiqa', NULL, '0000000267', 'gl', '08012003', '11-25-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hwssyny', '男', '0000000268', 'zd', '08012008', '02-13-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Sxatl', '女', '0000000269', 'yh', '08012011', '10-08-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hqptk', '女', '0000000270', 'jx', '08012018', '06-13-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xblihukb', '男', '0000000271', 'zd', '08012010', '10-31-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hlzcma', '女', '0000000272', 'zy', '08012018', '12-11-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yxkcxf', NULL, '0000000273', 'jx', '08012006', '01-20-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kobj', '男', '0000000274', 'js', '08012006', '04-10-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Icguksum', '女', '0000000275', 'zy', '08012009', '02-02-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hdkzbe', '女', '0000000276', 'zy', '08012015', '04-12-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hlrxxjib', '男', '0000000277', 'jx', '08012000', '11-02-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rfca', '女', '0000000278', 'yh', '08012014', '06-29-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nktzjv', '男', '0000000279', 'jx', '08012015', '08-31-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mgvn', '女', '0000000280', 'gl', '08012016', '05-02-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rpgwkb', '男', '0000000281', 'jd', '08012017', '06-05-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Esnv', '男', '0000000282', 'jx', '08012019', '12-29-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ywdxs', '女', '0000000283', 'js', '08012014', '06-04-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bjrpy', '女', '0000000284', 'gl', '08012018', '09-02-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Poeum', '男', '0000000285', 'js', '08012005', '06-28-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Uzgicabw', '女', '0000000286', 'jd', '08012000', '08-26-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gxtxhl', '男', '0000000287', 'jd', '08012014', '11-01-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jcrho', '男', '0000000288', 'js', '08012002', '03-30-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Uwoneed', '男', '0000000289', 'zd', '08012013', '01-21-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wquopez', '男', '0000000290', 'zy', '08012002', '05-25-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Egmeuh', '女', '0000000291', 'yh', '08012020', '03-12-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lnit', '女', '0000000292', 'jd', '08012015', '12-13-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hefmtjf', '女', '0000000293', 'zy', '08012006', '11-11-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Seykofk', '女', '0000000294', 'zy', '08012016', '08-21-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wfadejm', '女', '0000000295', 'jd', '08012007', '11-08-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bnpmtez', NULL, '0000000296', 'js', '08012003', '03-08-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Eqceizi', '女', '0000000297', 'zd', '08012010', '12-22-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yfon', '女', '0000000298', 'yh', '08012001', '05-10-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gyfq', '女', '0000000299', 'zy', '08012016', '09-08-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hoxuudo', '男', '0000000300', 'zy', '08012018', '09-24-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Sztxbsl', '男', '0000000301', 'zy', '08012020', '02-22-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gvarvg', '女', '0000000302', 'zd', '08012012', '06-12-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zdwyc', '女', '0000000303', 'zy', '08012005', '11-14-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Grrra', '女', '0000000304', 'gl', '08012007', '02-23-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pwtemf', NULL, '0000000305', 'jx', '08012015', '04-14-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Aqfg', '男', '0000000306', 'zy', '08012019', '02-02-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pqkr', '男', '0000000307', 'jd', '08012003', '06-20-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Agpj', '女', '0000000308', 'gl', '08012001', '04-12-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Haecw', '女', '0000000309', 'js', '08012000', '07-26-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Omagfqq', '男', '0000000310', 'gl', '08012022', '08-29-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lphvmgt', '男', '0000000311', 'gl', '08012005', '09-11-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tjehe', NULL, '0000000312', 'zy', '08012005', '04-21-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xwhgvxym', '男', '0000000313', 'jx', '08012012', '11-13-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tlaawq', '男', '0000000314', 'zd', '08012010', '03-04-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xgjfsj', NULL, '0000000315', 'gl', '08012019', '06-15-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wyuutdim', '男', '0000000316', 'jx', '08012001', '01-01-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Iygdfw', '女', '0000000317', 'yh', '08012020', '04-10-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wuzw', NULL, '0000000318', 'jx', '08012006', '06-14-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vedzyvr', '男', '0000000319', 'js', '08012010', '01-11-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lpxicov', '女', '0000000320', 'gl', '08012004', '11-26-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Etqiqek', '女', '0000000321', 'zd', '08012007', '11-18-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mjjc', '男', '0000000322', 'gl', '08012017', '01-12-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vvfgfkf', '男', '0000000323', 'jx', '08012017', '05-27-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zhshmgbd', '女', '0000000324', 'js', '08012003', '05-24-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rguetk', '男', '0000000325', 'zy', '08012012', '08-06-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mmwxt', '女', '0000000326', 'jx', '08012009', '01-31-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zfibnb', '女', '0000000327', 'zd', '08012023', '04-19-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Dykwsao', '男', '0000000328', 'yh', '08012001', '02-02-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kcrx', '女', '0000000329', 'zy', '08012001', '04-18-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Uypqm', '女', '0000000330', 'yh', '08012001', '05-07-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rodxgw', '女', '0000000331', 'zy', '08012002', '11-25-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rawnokp', '女', '0000000332', 'js', '08012022', '03-28-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xdgtnj', '男', '0000000333', 'yh', '08012003', '12-06-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zmcv', '女', '0000000334', 'jd', '08012003', '01-19-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Iwoqie', '男', '0000000335', 'js', '08012020', '02-17-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Oxzs', '女', '0000000336', 'gl', '08012007', '10-08-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bjunb', '男', '0000000337', 'zd', '08012001', '02-04-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yawvnmh', '男', '0000000338', 'js', '08012002', '06-12-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Orhcwqb', '女', '0000000339', 'jx', '08012006', '06-01-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lcyj', '男', '0000000340', 'zd', '08012001', '09-12-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ouxedujv', '女', '0000000341', 'jd', '08012007', '12-19-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jkzfnzm', '女', '0000000342', 'zy', '08012022', '10-15-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ottbfvaz', '女', '0000000343', 'jx', '08012019', '11-27-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bnjnv', '男', '0000000344', 'jx', '08012017', '10-20-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vqyd', '女', '0000000345', 'jd', '08012004', '07-10-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ipkdgaa', '男', '0000000346', 'yh', '08012015', '11-20-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Dehdz', '女', '0000000347', 'js', '08012013', '11-14-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zykclulq', '女', '0000000348', 'zd', '08012012', '05-07-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xhkqljn', '女', '0000000349', 'zd', '08012021', '06-24-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yyjwsl', '男', '0000000350', 'yh', '08012013', '09-30-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vuyq', '男', '0000000351', 'gl', '08012013', '03-11-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gykcejm', '男', '0000000352', 'gl', '08012003', '04-12-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jlydn', '男', '0000000353', 'jx', '08012011', '04-11-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tuxcjrbh', NULL, '0000000354', 'jx', '08012011', '02-24-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hlxxkgct', '女', '0000000355', 'zy', '08012021', '04-21-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tnwaafua', '女', '0000000356', 'jd', '08012020', '05-07-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jdqvv', '男', '0000000357', 'zd', '08012017', '07-24-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Txbmmp', '女', '0000000358', 'zd', '08012012', '08-21-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nmqql', '女', '0000000359', 'js', '08012004', '12-17-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lpbd', '女', '0000000360', 'jx', '08012002', '10-30-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Slyot', '女', '0000000361', 'js', '08012015', '03-14-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kanfdsk', '女', '0000000362', 'zy', '08012010', '10-08-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ctdrjerw', '女', '0000000363', 'js', '08012002', '03-31-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ekhcj', '女', '0000000364', 'zd', '08012009', '04-07-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kauamhqn', '男', '0000000365', 'gl', '08012014', '06-08-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hbahju', '男', '0000000366', 'yh', '08012007', '07-18-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bspd', '女', '0000000367', 'gl', '08012001', '10-31-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yhssg', '男', '0000000368', 'js', '08012022', '05-01-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qufeywj', NULL, '0000000369', 'jx', '08012000', '08-09-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rcbty', '男', '0000000370', 'js', '08012021', '11-08-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Osedc', '女', '0000000371', 'zd', '08012017', '09-12-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gvgyum', '男', '0000000372', 'gl', '08012002', '04-29-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mhgktbp', '女', '0000000373', 'js', '08012004', '03-06-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ovxucepl', '女', '0000000374', 'jd', '08012019', '08-13-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Chbnuga', '男', '0000000375', 'zd', '08012018', '10-16-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nnuqsmg', '男', '0000000376', 'gl', '08012020', '03-23-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Odvw', '男', '0000000377', 'js', '08012015', '07-18-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Chkupusy', '男', '0000000378', 'jd', '08012018', '11-01-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fcgeffd', '男', '0000000379', 'jx', '08012000', '10-09-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rjnsmo', '男', '0000000380', 'jx', '08012016', '02-16-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hcvsiy', NULL, '0000000381', 'jx', '08012002', '09-30-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zstb', '男', '0000000382', 'gl', '08012020', '06-11-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Suysfnx', '男', '0000000383', 'js', '08012010', '06-27-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Punxma', '男', '0000000384', 'zd', '08012005', '03-03-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bkhzv', '女', '0000000385', 'js', '08012016', '11-22-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jxgip', '男', '0000000386', 'gl', '08012018', '08-16-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Myztgee', NULL, '0000000387', 'js', '08012008', '05-27-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wqhr', NULL, '0000000388', 'jx', '08012016', '12-16-1994');
